Save,noxycon,ntemp,ndensity,norif,nsernum,ninjpres,ninjdur,nfuelt,nfueltemp,ninst,fileBaseName,date,readme,refs,oxycon,oxyconU,ambComp,ambCompU,MW,Ta,TaS,TaU,Ta_ai,Tbulk,dens,densS,densU,dens_ai,densbulk,ambP,Z,ZU,ambVelocity,ambVelocityU,ambVelTurbulence,ambVelTurbulenceU,vessGeom,injP,injPS,injPU,Tfuel,TfuelS,TfuelU,Tnozzle,TnozzleS,TnozzleU,roi,roiS,roiU,injDur,injDurS,injDurU,injMass,injMassS,injMassU,Cd,CdU,Ca,CaU,orifDiam,orifDiamU,nozGeom,nozGeomU,needlePos,needlePosU,injlag,fuelprops,liqlen,liqlenS,liqlenU,liftoff,liftoffS,liftoffU,igndly,igndlyS,igndlyU,igndlyL,igndlyLS,igndlyLU,pressCV,jetpen,flamelength,spreadAngle,mixing,velocity,combSpecies,liqVol,dropDia,soot,movie,AddFiles
-,mole fraction %,K,kg/m3,mm,-,MPa,ms,-,K,-,-,-,-,-,mole fraction %,mole fraction %,mole fraction %,mole fraction %,-,K,K,K,K,K,kg/m3,kg/m3,kg/m3,kg/m3,kg/m3,MPa,-,-,m/s,m/s,m/s,m/s,-,MPa,MPa,MPa,K,K,K,K,K,K,mg/ms,mg/ms,mg/ms,ms,ms,ms,mg,mg,mg,-,-,-,-,mm,mm,-,-,mm,mm,ms,-,mm,mm,mm,mm,mm,mm,ms,ms,ms,ms,ms,ms,MPa,mm,mm,degrees,F/A ratio by number,m/s,-,liquid volume fraction,mm,-,-,-
-,vol%,K,kg/m<sup>3</sup>,mm,-,MPa,ms,-,K,-,-,-,-,-,%,%,%,%,-,K,K,K,K,K,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,kg/m<sup>3</sup>,MPa,-,-,m/s,m/s,m/s,m/s,-,MPa,MPa,MPa,K,K,K,K,K,K,mg/ms,mg/ms,mg/ms,ms,ms,ms,mg,mg,mg,-,-,-,-,mm,mm,-,-,mm,mm,ms,-,mm,mm,mm,mm,mm,mm,ms,ms,ms,ms,ms,ms,MPa,mm,mm,degrees,F/A ratio by number,m/s,-,liq vol fraction,mm,-,-,-
606,0,900,22.8,0.090ks-a,A210677,50,>4,nC12,363,Sandia,bklraAL4,15-Dec-09,<a href= '/cvdata/assets/datafiles/readme/bklraAL4-notes.txt' target='_blank'>notes</a>,<a href= '/references/?table_filter=2019-00001' target='_blank'><sup>1</sup></a> <a href= '/references/?table_filter=2019-00009' target='_blank'><sup>2</sup></a>,0,&plusmn;0.01,O2 = 0.00; N2 = 89.71; CO2 = 6.52; H2O = 3.77;,-,28.68,893.3,1.3,&plusmn;0.6,-,830.6,23.04,0.02,&plusmn;0.01,-,24.78,6.07,1.016,-,0.2,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,53.9;<a href= '/cvdata/assets/datafiles/fuelpress/bklraAL4-fuelP.txt' target='_blank'>fuelPvsTime</a>,1.1,&plusmn;0.9,373,-,&plusmn;30,<a href= '/references/?table_filter=2019-00083' target='_blank'>Meijer 2012</a>,-,-,-,-,-,5.65,-,-,-,-,-,-,-,-,-,0.084,&plusmn;0.001,injector SN 210677; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a>,-,-,-,0.02,-,10.8;<a href= '/cvdata/assets/datafiles/liq/bklraAL4-liq.txt' target='_blank'>liquid vs time</a>,0.45,&plusmn;0.62,-,-,-,-,-,-,-,-,-,<a href= '/cvdata/assets/datafiles/press/bklraAL4-press.txt' target='_blank'>PvsT</a>,<a href= '/cvdata/assets/datafiles/pen/bklraAL4-pen.txt' target='_blank'>PenvsT</a>,-,-,<a href= '/data/bkldaal4mixing/' target='_blank'>fuel/ambient mixing</a>,-,-,-,-,-,<a href= '/cvdata/assets/movies/bklraAL4029schlieren.m1v' target='_blank'>schlieren</a>,<a href= '/cvdata/assets/datafiles/add/bklraAL4029jb_mm.mat'>Matlab vapor boundary</a>
607,0,1100,15.2,0.090ks-a,A210677,150,>4,nC12,363,Sandia,bgcdaAL4,11-Dec-09,<a href= '/cvdata/assets/datafiles/readme/bgcdaAL4-notes.txt' target='_blank'>notes</a>,<a href= '/references/?table_filter=2019-00001' target='_blank'><sup>1</sup></a> <a href= '/references/?table_filter=2019-00009' target='_blank'><sup>2</sup></a>,0,&plusmn;0.01,O2 = 0.00; N2 = 89.71; CO2 = 6.52; H2O = 3.77;,-,28.68,1101,5.4,&plusmn;1.8,-,997.8,15.35,0.05,&plusmn;0.02,-,16.93,4.96,1.012,-,0.2,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,154.3;<a href= '/cvdata/assets/datafiles/fuelpress/bgcdaAL4-fuelP.txt' target='_blank'>fuelPvsTime</a>,5.2,&plusmn;2.1,373,-,&plusmn;30,<a href= '/references/?table_filter=2019-00083' target='_blank'>Meijer 2012</a>,-,-,<a href= '/cvdata/assets/datafiles/roi/bgcdaAL4-roi.txt' target='_blank'>rate of injection</a>,-,-,6,0.01,&plusmn;0.001,13.8,-,-,0.89; <a href= '/diesel-spray-combustion/sandia-cv/injector-characterization/2007-to-present/' target='_blank'>SprayA nozzle coefficients</a>,&plusmn;0.01,-,-,0.084,&plusmn;0.001,injector SN 210677; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a>,-,-,-,0.02,-,10.4;<a href= '/cvdata/assets/datafiles/liq/bgcdaAL4-liq.txt' target='_blank'>liquid vs time</a>,0.35,&plusmn;0.45,-,-,-,-,-,-,-,-,-,<a href= '/cvdata/assets/datafiles/press/bgcdaAL4-press.txt' target='_blank'>PvsT</a>,<a href= '/cvdata/assets/datafiles/pen/bgcdaAL4-pen.txt' target='_blank'>PenvsT</a>,-,-,<a href= '/data/bkldaal4mixing/' target='_blank'>fuel/ambient mixing</a> ,-,-,-,-,-,<a href= '/cvdata/assets/movies/bgcdaAL4044schlieren.m1v' target='_blank'>schlieren</a>,<a href= '/cvdata/assets/datafiles/add/bgcdaAL4044jb_mm.mat'>Matlab vapor boundary</a>
608,0,1400,7.6,0.090ks-a,A210677,150,>4,nC12,363,Sandia,babdaAL4,10-Dec-09,<a href= '/cvdata/assets/datafiles/readme/babdaAL4-notes.txt' target='_blank'>notes</a>,<a href= '/references/?table_filter=2019-00001' target='_blank'><sup>1</sup></a> <a href= '/references/?table_filter=2019-00009' target='_blank'><sup>2</sup></a>,0,&plusmn;0.01,O2 = 0.00; N2 = 89.71; CO2 = 6.52; H2O = 3.77;,-,28.68,1429.4,8.1,&plusmn;2.0,-,1262.2,7.64,0.01,&plusmn;0.00,-,8.66,3.19,1.006,-,0.2,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,157.3;<a href= '/cvdata/assets/datafiles/fuelpress/babdaAL4-fuelP.txt' target='_blank'>fuelPvsTime</a>,5.4,&plusmn;1.8,373,-,&plusmn;30,<a href= '/references/?table_filter=2019-00083' target='_blank'>Meijer 2012</a>,-,-,<a href= '/cvdata/assets/datafiles/roi/bkldaAL4-roi.txt' target='_blank'>rate of injection</a>,-,-,6,0.01,&plusmn;0.001,13.77,-,-,0.089; <a href= '/diesel-spray-combustion/sandia-cv/injector-characterization/2007-to-present/' target='_blank'>SprayA nozzle coefficients</a>,&plusmn;0.01,-,-,0.084,&plusmn;0.001,injector SN 210677; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a>,-,-,-,0.02,-,12.4;<a href= '/cvdata/assets/datafiles/liq/babdaAL4-liq.txt' target='_blank'>liquid vs time</a>,0.46,&plusmn;0.56,-,-,-,-,-,-,-,-,-,<a href= '/cvdata/assets/datafiles/press/babdaAL4-press.txt' target='_blank'>PvsT</a>,<a href= '/cvdata/assets/datafiles/pen/babdaAL4-pen.txt' target='_blank'>PenvsT</a>,-,-,-,-,-,-,-,-,<a href= '/cvdata/assets/movies/babdaAL4043schlieren.m1v' target='_blank'>schlieren</a>,<a href= '/cvdata/assets/datafiles/add/babdaAL4043jb_mm.mat'>Matlab vapor boundary</a>
609,0,900,7.6,0.090ks-a,A210675,150,1.5,nC12,363,Sandia,bkbdzAL1,4-Oct-11,<a href= '/cvdata/assets/datafiles/readme/bkbdzAL1-notes.txt' target='_blank'>notes</a>,<a href= '/references/?table_filter=2019-00001' target='_blank'><sup>1</sup></a> <a href= '/references/?table_filter=2019-00010' target='_blank'><sup>2</sup></a>,0,&plusmn;0.01,O2 = 0.00; N2 = 89.71; CO2 = 6.52; H2O = 3.77;,-,28.68,908.7,3.5,&plusmn;1.2,-,843.1,7.71,0.02,&plusmn;0.01,-,8.31,2.04,1.005,-,0.2,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,148.8;<a href= '/cvdata/assets/datafiles/fuelpress/bkbdzAL1-fuelP.txt' target='_blank'>fuelPvsTime</a>,4,&plusmn;1.7,373,-,&plusmn;30,<a href= '/references/?table_filter=2019-00083' target='_blank'>Meijer 2012</a>,-,-,<a href= '/sprayaroi/' target='_blank'>rate of injection</a>,-,-,1.54,0.02,&plusmn;0.001,3.9,-,0.2,0.90; <a href= '/diesel-spray-combustion/sandia-cv/injector-characterization/2007-to-present/' target='_blank'>SprayA nozzle coefficients</a>,&plusmn;0.01,-,-,0.089,&plusmn;0.001,injector SN 210675; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a>,-,-,-,0.02,-,20.6;<a href= '/dbi675/' target='_blank'>DBI data</a>,1.34,&plusmn;1.08,-,-,-,-,-,-,-,-,-,<a href= '/cvdata/assets/datafiles/press/bkbdzAL1-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,-,<a href= '/cvdata/assets/movies/bkbdzAL1005diffuse.m1v' target='_blank'>back illumination</a>; <a href= '/pub-links/jm001/ldm-ht/' target='_blank'>LDM Movies</a>; <a href= '/dbi675/' target='_blank'>DBI data</a> ,<a href= '/cvdata/assets/datafiles/add/bkbdzAL1005DBI.mat'>Matlab liquid boundary</a>
610,15,1000,22.8,0.090ks-a,A210370,150,>4,SRx23,363,Sandia,jildnSRL4,15-Aug-08,<a href= '/cvdata/assets/datafiles/readme/jildnSRL4-notes.txt' target='_blank'>readme</a>,<a href='/references/?table_filter=2019-00064' target='_blank'><sup>SAEIntJFuelsLubr5(2)2012-01-0678</sup></a>,15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,993.9,3.7,&plusmn;0.2,996.7,958,22.85,0.04,&plusmn;0.00,23.06,23.71,6.56,1.016,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,148.7;<a href= '/cvdata/assets/datafiles/fuelpress/jildnSRL4-fuelP.txt' target='_blank'>fuel pressure vs time</a>,1.5,&plusmn;0.5,373,-,&plusmn;30,<a href= '/references/?table_filter=2019-00083' target='_blank'>Meijer 2012</a>,-,-,-,-,-,7.1,-,-,17.2,-,-,0.89; <a href= '/diesel-spray-combustion/sandia-cv/injector-characterization/2007-to-present/' target='_blank'>SprayA nozzle coefficients</a>,&plusmn;0.01,-,-,0.091,0.001,injector SN 210370; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>Spray A</a>,-,-,-,0.02,fuel property <a href= '/diesel-spray-combustion/sandia-cv/fuels/' target='_blank'>table</a>,-,-,-,17.4;<a href= '/cvdata/assets/datafiles/lift/jildnSRL4.png' target='_blank'>steady OH chemiluminescence</a>,1.33,0.46,0.47,0.06,0.02,0.334,-,-,<a href= '/cvdata/assets/datafiles/press/jildnSRL4-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,<a href= '/data/jildnslsoot/' target='_blank'>soot data</a>,-,-
611,0,900,22.8,0.090ks-a,A210679,150,1.5,nC12,363,TU/e,-,29-Aug-12,-,-,0,-,O2 = 0.00; N2 = 85.0; CO2 = 6.3; H2O = 3.1; Ar=5.5;,-,29.35,898,-,&plusmn;6,-,965,22.76,-,-,-,24.4,5.9,1.016,-,0.4,-,-,-,-,148,2.1,-,365,5,&plusmn;15,370,-,-,-,-,-,1.65,-,-,3.52,-,-,0.86,-,-,-,0.0841,-,-,-,-,-,-,-,10.33,0.35,-,-,-,-,-,-,-,-,-,-,-,<a href= '/cvdata/assets/datafiles/pen/penvst_inert.txt' target='_blank'>PenvsT</a>,-,-,-,-,-,-,-,-,-,-
612,15,900,22.8,0.090ks-a,A210679,150,1.5,nC12,363,TU/e,-,29-Aug-12,-,-,15,-,O2 = 15.00; N2 = 71.2; CO2 = 6.4; H2O = 3.6; Ar=4.2;,-,29.81,897,-,&plusmn;7,-,964,22.75,-,-,-,24.3,5.9,1.015,-,0.4,-,-,-,-,152.3,2,-,365,5,&plusmn;15,370,-,-,-,-,-,1.65,-,-,3.54,-,-,0.86,-,-,-,0.0841,-,-,-,-,-,-,-,-,-,-,15.8,-,-,0.41,0.039,0.01,0.44,0.034,-,<a href= '/cvdata/assets/datafiles/press/pvst.txt' target='_blank'>PvsT</a>,<a href= '/cvdata/assets/datafiles/pen/penvst_reacting.txt' target='_blank'>PenvsT</a>,-,-,-,-,-,-,-,-,-,-
613,15,900,22.8,0.090ks-a,A210370,150,>4,SRx23,363,Sandia,jkldnSRL4,15-Aug-08,<a href= '/cvdata/assets/datafiles/readme/jkldnSRL4-notes.txt' target='_blank'>readme</a>,<a href='/references/?table_filter=2019-00064' target='_blank'><sup>SAEIntJFuelsLubr5(2)2012-01-0678</sup></a>,15,&plusmn;0.01,O2 = 15.00; N2 = 75.15; CO2 = 6.22; H2O = 3.62;,-,29.24,897.4,4.8,&plusmn;0.4,900.4,870.5,22.85,0.07,&plusmn;0.01,23.09,23.55,5.92,1.015,-,-,-,-,-,<a href= '/diesel-spray-combustion/sandia-cv/combustion-vessel-geometry/' target='_blank'>Vesssel Geometry</a>,149.6;<a href= '/cvdata/assets/datafiles/fuelpress/jkldnSRL4-fuelP.txt' target='_blank'>fuel pressure vs time</a>,1.4,&plusmn;0.5,373,-,&plusmn;30,<a href= '/references/?table_filter=2019-00083' target='_blank'>Meijer 2012</a>,-,-,-,-,-,7.1,-,-,17.2,-,-,0.89; <a href= '/diesel-spray-combustion/sandia-cv/injector-characterization/2007-to-present/' target='_blank'>SprayA nozzle coefficients</a>,&plusmn;0.01,-,-,0.091,0.001,injector SN 210370; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>Spray A</a>,-,-,-,0.02,fuel property <a href= '/diesel-spray-combustion/sandia-cv/fuels/' target='_blank'>table</a>,-,-,-,22.3;<a href= '/cvdata/assets/datafiles/lift/jkldnSRL4.png' target='_blank'>steady OH chemiluminescence</a>,0.92,0.35,0.59,0.1,0.04,0.55,-,-,<a href= '/cvdata/assets/datafiles/press/jkldnSRL4-press.txt' target='_blank'>PvsT</a>,-,-,-,-,-,-,-,-,<a href= '/data/jkldnslsoot/' target='_blank'>soot data</a>,<a href= '/cvdata/assets/movies/jkldnSRL4.m1v' target='_blank'>various movies</a> ,-
614,13,900,22.8,0.090ks-a,A210675,50,>4,nC12,363,cmt,51_nozz675_Tg900_dens023_Bp061_O2X13_pr500_rep08,2012,<a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>readme</a>,<a href= '/references/?table_filter=2019-00014' target='_blank'><sup>1</sup></a> ,13.05,0.15,O2 = 13.1;N2 = 86.9,-,-,897.5,1,4,-,-,22.86,0.03,0.11,22.86,22.86,6.1,1.036,-,0.1,0.1,-,-,-,50,1.5,-,389,2,15,389,2,15,<a href= 'https://www.cmt.upv.es/#/ecn/download/InjectionRateGenerator/InjectionRateGenerator' target='_blank'>measured</a>; <a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>recommended</a> ,-,-,-,-,-,-,-,-,0.89,0.01,0.96,0.02,0.894,&plusmn;0.001,injector SN 210675; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a> <a href='https://www.cmt.upv.es/#/ecn/Boundaryconditions/internalGeometry/igSprayA' target='_blank'>geom</a>; 210675; <a href='/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/',-,-,-,-,density@tipTemp = 684 kg/m^3,-,-,-,15.37,0.72,0.64,-,-,-,0.639,0.018,0.037,-,-,-,-,-,-,-,-,-,-,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> ,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> 
615,13,900,22.8,0.090ks-a,A210675,100,>4,nC12,363,cmt,52_nozz675_Tg900_dens023_Bp061_O2X13_pr1000_rep08,2012,<a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>readme</a>,<a href= '/references/?table_filter=2019-00014' target='_blank'><sup>1</sup></a> ,13.11,0.15,O2 = 13.1;N2 = 86.9,-,-,899.2,1.1,4,-,-,22.82,0.03,0.11,22.82,22.82,6.1,1.036,-,0.1,0.1,-,-,-,100,1.5,-,385,2,15,385,2,15,<a href= 'https://www.cmt.upv.es/#/ecn/download/InjectionRateGenerator/InjectionRateGenerator' target='_blank'>measured</a>; <a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>recommended</a> ,-,-,-,-,-,-,-,-,0.9,0.01,0.97,0.02,0.894,&plusmn;0.001,injector SN 210675; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a> <a href='https://www.cmt.upv.es/#/ecn/Boundaryconditions/internalGeometry/igSprayA' target='_blank'>geom</a>; 210675; <a href='/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/',-,-,-,-,density@tipTemp = 687 kg/m^3,-,-,-,18.45,0.7,0.63,-,-,-,0.586,0.019,0.038,-,-,-,-,-,-,-,-,-,-,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> ,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> 
616,13,900,22.8,0.090ks-a,A210675,150,>4,nC12,363,cmt,53_nozz675_Tg900_dens023_Bp061_O2X13_pr1500_rep08,2012,<a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>readme</a>,<a href= '/references/?table_filter=2019-00014' target='_blank'><sup>1</sup></a> ,13.09,0.15,O2 = 13.1;N2 = 86.9,-,-,900.7,1.3,4,-,-,22.78,0.03,0.11,22.78,22.78,6.1,1.036,-,0.1,0.1,-,-,-,150,1.5,-,389,2,15,389,2,15,<a href= 'https://www.cmt.upv.es/#/ecn/download/InjectionRateGenerator/InjectionRateGenerator' target='_blank'>measured</a>; <a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>recommended</a> ,-,-,-,-,-,-,-,-,0.91,0.01,0.98,0.02,0.894,&plusmn;0.001,injector SN 210675; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a> <a href='https://www.cmt.upv.es/#/ecn/Boundaryconditions/internalGeometry/igSprayA' target='_blank'>geom</a>; 210675; <a href='/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/',-,-,-,-,density@tipTemp = 684 kg/m^3,-,-,-,20.58,3.77,2.27,-,-,-,0.529,0.021,0.039,-,-,-,-,-,-,-,-,-,-,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> ,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> 
617,15,750,22.8,0.090ks-a,A210675,50,>4,nC12,363,cmt,60_nozz675_Tg750_dens023_Bp051_O2X15_pr500_rep08,2012,<a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>readme</a>,<a href= '/references/?table_filter=2019-00014' target='_blank'><sup>1</sup></a> ,14.94,0.15,O2 = 14.9;N2 = 85.1,-,-,749.9,0.8,4,-,-,22.8,0.02,0.13,22.8,22.8,5.07,1.033,-,0.1,0.1,-,-,-,50,1.5,-,384,2,15,384,2,15,<a href= 'https://www.cmt.upv.es/#/ecn/download/InjectionRateGenerator/InjectionRateGenerator' target='_blank'>measured</a>; <a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>recommended</a> ,-,-,-,-,-,-,-,-,0.89,0.01,0.97,0.02,0.894,&plusmn;0.001,injector SN 210675; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a> <a href='https://www.cmt.upv.es/#/ecn/Boundaryconditions/internalGeometry/igSprayA' target='_blank'>geom</a>; 210675; <a href='/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/',-,-,-,-,density@tipTemp = 688 kg/m^3,-,-,-,30.84,1.42,1.01,-,-,-,2.747,0.059,0.068,-,-,-,-,-,-,-,-,-,-,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> ,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> 
618,15,750,22.8,0.090ks-a,A210675,100,>4,nC12,363,cmt,61_nozz675_Tg750_dens023_Bp051_O2X15_pr1000_rep08,2012,<a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>readme</a>,<a href= '/references/?table_filter=2019-00014' target='_blank'><sup>1</sup></a> ,14.97,0.15,O2 = 15.0;N2 = 85.0,-,-,750.8,1.2,4,-,-,22.78,0.04,0.13,22.78,22.78,5.07,1.033,-,0.1,0.1,-,-,-,100,1.5,-,388,2,15,388,2,15,<a href= 'https://www.cmt.upv.es/#/ecn/download/InjectionRateGenerator/InjectionRateGenerator' target='_blank'>measured</a>; <a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>recommended</a> ,-,-,-,-,-,-,-,-,0.9,0.01,0.97,0.02,0.894,&plusmn;0.001,injector SN 210675; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a> <a href='https://www.cmt.upv.es/#/ecn/Boundaryconditions/internalGeometry/igSprayA' target='_blank'>geom</a>; 210675; <a href='/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/',-,-,-,-,density@tipTemp = 685 kg/m^3,-,-,-,39.7,1.26,0.93,-,-,-,2.492,0.048,0.06,-,-,-,-,-,-,-,-,-,-,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> ,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> 
619,15,750,22.8,0.090ks-a,A210675,150,>4,nC12,363,cmt,62_nozz675_Tg750_dens023_Bp051_O2X15_pr1500_rep08,2012,<a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>readme</a>,<a href= '/references/?table_filter=2019-00014' target='_blank'><sup>1</sup></a> ,14.97,0.15,O2 = 15.0;N2 = 85.0,-,-,752.5,1.2,4,-,-,22.72,0.04,0.13,22.72,22.72,5.07,1.033,-,0.1,0.1,-,-,-,150,1.5,-,387,2,15,387,2,15,<a href= 'https://www.cmt.upv.es/#/ecn/download/InjectionRateGenerator/InjectionRateGenerator' target='_blank'>measured</a>; <a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>recommended</a> ,-,-,-,-,-,-,-,-,0.91,0.01,0.99,0.02,0.894,&plusmn;0.001,injector SN 210675; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a> <a href='https://www.cmt.upv.es/#/ecn/Boundaryconditions/internalGeometry/igSprayA' target='_blank'>geom</a>; 210675; <a href='/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/',-,-,-,-,density@tipTemp = 685 kg/m^3,-,-,-,46.03,1.48,1.22,-,-,-,2.342,0.065,0.073,-,-,-,-,-,-,-,-,-,-,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> ,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> 
620,15,800,22.8,0.090ks-a,A210675,50,>4,nC12,363,cmt,63_nozz675_Tg800_dens023_Bp054_O2X15_pr500_rep08,2012,<a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>readme</a>,<a href= '/references/?table_filter=2019-00014' target='_blank'><sup>1</sup></a> ,14.93,0.15,O2 = 14.9;N2 = 85.1,-,-,801.2,1,4,-,-,22.77,0.03,0.12,22.77,22.77,5.4,1.032,-,0.1,0.1,-,-,-,50,1.5,-,388,2,15,388,2,15,<a href= 'https://www.cmt.upv.es/#/ecn/download/InjectionRateGenerator/InjectionRateGenerator' target='_blank'>measured</a>; <a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>recommended</a> ,-,-,-,-,-,-,-,-,0.89,0.01,0.97,0.02,0.894,&plusmn;0.001,injector SN 210675; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a> <a href='https://www.cmt.upv.es/#/ecn/Boundaryconditions/internalGeometry/igSprayA' target='_blank'>geom</a>; 210675; <a href='/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/',-,-,-,-,density@tipTemp = 685 kg/m^3,-,-,-,20.25,1.16,0.71,-,-,-,1.25,0.022,0.04,-,-,-,-,-,-,-,-,-,-,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> ,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> 
621,15,800,22.8,0.090ks-a,A210675,100,>4,nC12,363,cmt,64_nozz675_Tg800_dens023_Bp054_O2X15_pr1000_rep08,2012,<a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>readme</a>,<a href= '/references/?table_filter=2019-00014' target='_blank'><sup>1</sup></a> ,14.97,0.15,O2 = 15.0;N2 = 85.0,-,-,806.4,1.1,4,-,-,22.62,0.03,0.12,22.62,22.62,5.4,1.032,-,0.1,0.1,-,-,-,100,1.5,-,388,2,15,388,2,15,<a href= 'https://www.cmt.upv.es/#/ecn/download/InjectionRateGenerator/InjectionRateGenerator' target='_blank'>measured</a>; <a href= '/cvdata/cmt/ReadMeCMT.pdf' target='_blank'>recommended</a> ,-,-,-,-,-,-,-,-,0.9,0.01,0.97,0.02,0.894,&plusmn;0.001,injector SN 210675; <a href= '/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/' target='_blank'>SprayA</a> <a href='https://www.cmt.upv.es/#/ecn/Boundaryconditions/internalGeometry/igSprayA' target='_blank'>geom</a>; 210675; <a href='/diesel-spray-combustion/target-condition/spray-a-nozzle-geometry/',-,-,-,-,density@tipTemp = 685 kg/m^3,-,-,-,24.75,1.2,0.9,-,-,-,1.1,0.013,0.034,-,-,-,-,-,-,-,-,-,-,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> ,<a href= 'https://www.cmt.upv.es/#/ecn/Principal' target='_blank'>CMT ECN website</a> 
